Purchase_ID,Purchase Date,Material Name,Category,Grade/Spec,Supplier,Unit,Quantity,Wholesale Rate,Discount,GST,Total Amount,Payment Mode,Invoice No,Remarks
PMT1226,2023-09-09,Shree Cement PPC Grade,Cement,,Balaji Building Supplies,bag,4011.27,2604.53,20%,null,,cash,INV-2025-9011,Urgent site delivery
PMT2227,16 May 2024,ashirvad upvc drainage pipes schedule 40 110mm,Plumbing,Standard,Finolex Pipes Distributor,meter,4887.75,Rs. 4471.91,0,18%,25791942.16,UPI,INV-2025-1818,late delivery
PMT1987,22 Apr 2024,Greenply BWR Commercial Plywood 12mm,,,Greenlam Doors Store,sheet,58.57,6655.17,2,28%,488956.72,N.A.,INV-2023-8438,Site B allocation
PMT1099,12.09.2025,  Precision Heavy-Duty PVC Conduit Pipes 20mm  ,Electrical,Standard,Havells Electric Store,meter,2284.96,"6,041.86",20%,28,14136738.23,Bank Transfer,INV-2024-1449,late delivery
PMT1249,03 Feb 2025,Prince SWR PVC Pipes Type B 110mm,Plumbing,,Ashirvad Sales Corp,meter,4962,7330.5,7.5,28,?,,INV-2023-3422,
PMT1885,30 Mar 2025,Asian Paints Apex WeatherCoat Exterior Paint,Paint,,asian paints dealer,liter,521.79,9263.27,12.5,18%,4990569.81,Cash,INV-2025-1008,
PMT1642,23-08-2023,Manufactured Sand (M-Sand) 4.75mm,Aggregate,Standard,Krishna Sand & Aggregates,ton,2179,2743.89,12.5,18%,INR 6173251.74,NEFT,INV-2024-5789,Return pending
PMT1008,05-31-2023,Kajaria Double Charged Vitrified Tiles 600x600mm,Tiles,Ceramic,Somany World Showroom,box,1850,Rs. 6217.97,0,5,12078406.72,NEFT,INV-2025-6617,duplicate entry?
PMT1544,10-01-2025,CenturyDoors Solid Core Flush Doors 35MM,Wood,N/A,null,piece,1960,3275.85,2%,12%,7047323.0,RTGS,INV-2023-7732,Site B allocation
PMT1791,2023-12-31,Astral CPVC Pipes SDR 11 25mm,Plumbing,Standard,Astral Plumbing Store,METER,3812.21,1874.8,2%,12%,7844691.32,,INV-2024-4967,late delivery
PMT1704,2024-07-02,  Supreme SWR PVC Pipes Type A 75mm  ,Plumbing,,Ashirvad Sales Corp,meter,3753.02,5448.47,2%,5%,21041215.17,UPI,INV-2024-2086,Bulk order discount applied
PMT1018,03/07/2024,Saint-Gobain Clear Float Glass 6mm,Glass,,Saint-Gobain Glass Depot,sqft,3753.63,4639.41,20,5,14628287.99,N.A.,INV-2023-8800,
PMT1933,30/06/2025,Legrand MCB B-Curve 16A,Electrical,Standard,Havells Electric Store,piece,1597 piece,442.57,10%,12%,712438.56,RTGS,INV-2025-7646,Urgent site delivery
PMT1666,2024-05-08,JSW Neosteel TMT Bars Fe 550D 20mm,Steel,Fe 500D,srmb steel point,kg,NA,81.49,5%,5,324706.97,,INV-2023-2309,Return pending
PMT1840,2024-08-15,Dalmia Cement PPC Grade,Cement,OPC,Balaji Building Supplies,bag,3262.39,Rs. 9161.88,N/A,28,30606976.71,CHEQUE,INV-2025-9592,duplicate entry?
PMT1341,20/05/2024,HAVELLS FR ELECTRICAL WIRES 1.5 SQ MM,Electrical,N/A,Havells Electric Store,meter,1555.88,7937.59,5,28%,15017524.04,,INV-2025-3793,Approved by site engineer
PMT2065,04-02-2024,Precision Heavy-Duty PVC Conduit Pipes 20mm,Electrical,Standard,Polycab Distributor,METER,3302,9335.56,0,18,36374702.56,cash,INV-2024-8192,late delivery
PMT1684,05/03/2024,schneider mcb b-curve 32a,Electrical,,Havells Electric Store,piece,2322.87,Rs. 9250.38,2,18,24848064.27,cash,INV-2023-3762,Return pending
PMT1857,31-08-2025,Red Clay Bricks Class 7.5,Masonry,N/A,Siporex Depot,NA,758.82,"3,708.74",0,5,2954979.39,CHEQUE,INV-2023-5225,late delivery
PMT1931,2025-06-24,ASIAN PAINTS ROYALE LUXURY INTERIOR EMULSION,,N/A,Berger Paints Store,liter,2239.13,3404.98,10,5,7204862.26,,INV-2025-6992,Urgent site delivery
PMT1187,14 Sep 2024,Tata Wiron Annealed Binding Wire 18 Gauge,Steel,,Tata Steel Authorised Dealer,kg,1504.35,?,5%,18,2894412.05,CHEQUE,INV-2025-2959,
PMT1299,2023-01-27,POLYCAB FR ELECTRICAL WIRES 4.0 SQ MM,Electrical,Standard,Polycab Distributor,meter,2954.66,1475.68,7.5%,12,4517097.44,RTGS,INV-2025-2672,Urgent site delivery
PMT2072,null,NEROLAC BEAUTY ACRYLIC INTERIOR PAINT,,Standard,Nerolac Colour Shop,liter,3628.34,Rs. 2950.72,0,,11241526.18,Bank Transfer,INV-2024-1147,Site B allocation
PMT1386,2025-01-18,Dalmia Cement PPC Grade,Cement,OPC 43,Ambuja Direct Depot,bag,297.83,"5,621.90",15,28,1821715.08,NEFT,INV-2024-7984,Urgent site delivery
PMT1551,17/01/2024,TATA TISCON TMT BARS FE 500D 12MM,Steel,,N/A,kg,1137.41,7661.08,0%,18%,10282271.02,Cash,INV-2025-4055,Damaged packaging noted
PMT1981,16-10-2024,PVC Slab Cover Blocks 20mm,Masonry,,Bharat Bricks & Blocks,piece,3549.31,1780.79,5%,5%,6304774.32,,INV-2023-9045,Bulk order discount applied
PMT1934,07-03-2025,Tata Tiscon TMT Bars Fe 500D 8mm,Steel,Fe 550D,tata steel authorised dealer,kg,1051.84,Rs. 5586.54,5%,5,5861455.87,Bank Transfer,INV-2024-1725,late delivery
PMT1083,03-11-2025,Tata Tiscon TMT Bars Fe 500D 16mm,Steel,Fe 500,Tata Steel Authorised Dealer,kg,4767,536.95,0,12%,2866797.53,RTGS,INV-2023-7092,Urgent site delivery
PMT2248,10-12-2025,pvc slab cover blocks 20mm,,N/A,Siporex Depot,piece,N/A,6070.8,12.5%,12%,14519650.13,CHEQUE,INV-2025-9606,
PMT1983,14-10-2023,Tata Tiscon TMT Bars Fe 500D 16mm,Steel,,Kumar Steel Traders,NA,4116,Rs. 799.26,0%,28,4210885.32,cash,INV-2024-6566,Bulk order discount applied
PMT1038,11-11-2025,greenply bwr commercial plywood 12mm,Wood,Standard,Greenply Depot,sheet,3228,Rs. 7215.56,12.5,28,26086847.0,UPI,INV-2025-6179,
PMT2040,23 Oct 2025,Tata Tiscon TMT Bars Fe 500D 12mm,Steel,Fe 500D,Kumar Steel Traders,KG,29,1629.04,15%,5%,42163.63,cash,INV-2023-1613,Return pending
PMT2310,11-16-2025,Nitco Glazed Ceramic Wall Tiles 300x450mm,Tiles,Vitrified,Orientbell Depot,box,1054.73,3266.95,15,5%,3075332.03,N.A.,INV-2024-8448,Damaged packaging noted
PMT1224,30/04/2023,JSW NEOSTEEL TMT BARS FE 550D 25MM,Steel,,SRMB Steel Point,kg,4708.18,4839.27,7.5%,28%,INR 26976438.61,N.A.,INV-2025-2663,
PMT1015,09 Mar 2025,astral cpvc pipes sdr 11 25mm,Plumbing,,Ashirvad Sales Corp,meter,1368.31,7987.2,10,5,10327872.52,cash,INV-2024-4467,Approved by site engineer
PMT2260,17-02-2023,Ashirvad UPVC Drainage Pipes Schedule 40 110mm,,,Astral Plumbing Store,meter,1410,5751.98,15,5,7238435.43,,INV-2023-1345,
PMT1504,2024-06-29,  Polycab FR Electrical Wires 4.0 sq mm  ,Electrical,Standard,Polycab Distributor,meter,3445.98,"5,806.03",5%,12%,21287940.91,N.A.,INV-2023-2731,Bulk order discount applied
PMT1325,06 Nov 2025,Finolex PVC Conduit Pipes 25mm,Electrical,Standard,Havells Electric Store,meter,4725.54,2996.77,12.5%,18,14621600.59,NEFT,INV-2025-5565,duplicate entry?
PMT1796,27 Jan 2023,ais toughened window glass 8mm,Glass,,AIS Glass Traders,sqft,1998.7,806.35,10%,12%,1624544.96,cash,INV-2023-4613,duplicate entry?
PMT2055,11-17-2024,Ambuja Cemnt OPC 53 Grade,Cement,OPC 53,Balaji Building Supplies,bag,925.89,3120.34,5,12%,3073993.47,NEFT,INV-2025-4947,Approved by site engineer
PMT1688,06-07-2025,CenturyDoors Solid Core Flush Doors 35mm,Wood,N/A,Greenply Depot,piece,3517,4993.03,20,12%,15734195.91,,INV-2023-5956,
PMT2330,12-08-2023,Natural Italian Marble Slabs 20mm,,Standard,Marble Palace Traders,sqft,3303.98,8937.11,0,28%,37795881.85,UPI,INV-2024-9223,late delivery
PMT1385,29 Dec 2023,Nitco Glazed Ceramic Wall Tiles 300x450MM,Tiles,,Kajaria Tile Gallery,box,2228.31,"8,876.34",20,28%,20253938.88,CHEQUE,INV-2025-9978,Urgent site delivery
PMT1447,N/A,SUPREME CPVC PIPES SDR 13.5 20MM,Plumbing,N/A,Finolex Pipes Distributor,meter,691.44,"7,299.47",20,18%,4764505.39,Bank Transfer,INV-2025-9993,duplicate entry?
PMT1157,01-04-2024,Polycab FR Electrical Wires 4.0 sq mm,Electrical,Standard,NIL,N/A,3984.68,"5,330.54",5%,18,NIL,cash,INV-2025-1477,Site B allocation
PMT1351,07 Jun 2024,JSW Neosteel TMT Bars Fe 550D 20mm,Steel,Fe 500D,Tata Steel Authorised Dealer,kg,1729,Rs. 6412.65,7.5,5,10768707.03,cash,INV-2025-3157,Urgent site delivery
PMT1733,10 Apr 2025,Asian Paints Apex WeatherCoat Exterior Paint,Paint,Standard,N/A,liter,3202,242.89,0%,18,917725.86,NEFT,INV-2024-1817,Urgent site delivery
PMT2005,04-24-2024,CenturyPly Marine Plywood IS:710 19mm,Wood,N/A,CenturyPly Distributor,sheet,2758.9,Rs. 6375.81,10,5%,16622759.99,CHEQUE,INV-2025-4784,late delivery
PMT2376,01-04-2024,coarse aggregate 20mm blue metal,Aggregate,Standard,Local Quarry Suppliers,ton,3006.61,"4,912.92",2,18,17081455.46,,INV-2025-5120,duplicate entry?
PMT1499,07-08-2024,ultratech cement opc 53 grade,Cement,,Regional Cement Traders,bag,2484.45,630.41,7.5%,12%,1622606.12,CHEQUE,INV-2024-1044,
PMT1613,24-05-2025,Tata Tiscon TMT Bars Fe 500D 12mm,Steel,Fe 500D,Kumar Steel Traders,kg,62.58,6943.92,0,12,486696.58,,INV-2024-7272,Urgent site delivery
PMT1610,26/01/2025,Nitco Glazed Ceramic Wall Tiles 300x450mm,Tiles,GVT,Orientbell Depot,BOX,4864,N/A,10,18%,15949156.1,CHEQUE,INV-2023-1879,Return pending
PMT2250,21-12-2024,Prince SWR PVC Pipes Type B 110mm,Plumbing,,Finolex Pipes Distributor,meter,2234.43,3159.21,12.5,5,6485487.12,cash,INV-2023-7930,Approved by site engineer
PMT1049,09-07-2025,Dalmia Cement PPC Grade,Cement,,UltraTech Dealer Hub,bag,375.45,"5,590.15",0,18%,2476609.74,N.A.,INV-2024-2292,Return pending
PMT1425,22-04-2023,Tata Tiscon TMT Bars Fe 500D 10MM,Steel,,Kumar Steel Traders,KG,3716.4 kg,9280.29,2,18,INR 39883391.55,,INV-2024-4602,Damaged packaging noted
PMT2287,06-04-2023,ACC CEMENT OPC 43 GRADE,Cement,OPC 43,UltraTech Dealer Hub,bag,2410,7038.14,0%,28,21711254.27,RTGS,INV-2024-6717,Return pending
PMT1470,04-05-2025,Somany GVT Vitrified Floor Tiles 800x800mm,Tiles,Ceramic,Orientbell Depot,box,4041.31,7090.99,0,18,33815128.78,,,late delivery
PMT1498,10-03-2024,CenturyPly Marine Plywood IS:710 19mm,Wood,Standard,null,sheet,4651.28,587.03,0%,5%,2866962.94,Bank Transfer,INV-2024-6233,
PMT1596,19-05-2024,  Biltech AAC Blocks 200mm  ,Masonry,Standard,Siporex Depot,piece,933.76,"6,453.82",2%,5,6201082.21,cash,INV-2024-1076,Return pending
PMT1920,2024-11-28,Tata Tiscon TMT Bars Fe 500D 10mm,Steel,,JSW Steel Distributor,kg,3855.62,Rs. 9230.52,0%,12,39860102.83,CHEQUE,INV-2023-7715,Bulk order discount applied
PMT2360,2024-08-31,Supreme CPVC Pipes SDR 13.5 20MM,Plumbing,,Finolex Pipes Distributor,meter,103,Rs. 600.51,5,5%,null,RTGS,INV-2023-3131,
PMT2228,03/11/2024,PVC Slab Cover Blocks 20mm,Masonry,,AAC Block Traders,piece,903.85,NIL,0,18,4511743.53,RTGS,INV-2024-2320,duplicate entry?
PMT1585,31/03/2025,Supreme SWR PVC Pipes Type A 75mm,Plumbing,,Finolex Pipes Distributor,meter,588.56,Rs. 4050.58,20%,null,2250504.84,RTGS,INV-2025-5727,Site B allocation
PMT1878,2023-11-12,FINOLEX UPVC PIPES SCHEDULE 80 50MM,Plumbing,Standard,Ashirvad Sales Corp,meter,3163.44,56.46,7.5,28%,null,N.A.,INV-2025-6105,Damaged packaging noted
PMT1207,01 Dec 2023,  ACC Cement OPC 43 Grade  ,,OPC,balaji building supplies,bag,3546.6,902.59,15,12,3047471.66,cash,INV-2023-5033,Site B allocation
PMT1801,12/05/2023,Shree Cement PPC Grade,Cement,,Ambuja Direct Depot,bag,605.9,2139.83,7.5,5,1259247.96,Cash,INV-2023-4384,Bulk order discount applied
PMT1671,19 May 2023,Manufactured Sand (M-Sand) 4.75mm,Aggregate,,Local Quarry Suppliers,ton,1583,2881.58,20%,18,4306094.84,CHEQUE,INV-2025-1891,Urgent site delivery
PMT2084,12-22-2025,JSW Neosteel TMT Bars Fe 550D 25mm,Steel,,Kumar Steel Traders,kg,417.34,2635.69,5%,12%,,Cheque,INV-2024-3559,Approved by site engineer
PMT1396,2024-07-29,Schneider MCB B-Curve 32A,Electrical,Standard,Havells Electric Store,piece,201.69,9384.03,12.5,18,1954176.62,Cheque,INV-2025-5916,Urgent site delivery
PMT1707,08 Jun 2023,Nitco Glazed Ceramic Wall Tiles 300x450mm,Tiles,Ceramic,Orientbell Depot,BOX,1971.29,"4,730.02",0,5%,9790453.18,Cash,INV-2025-3292,late delivery
PMT2335,19 Jul 2023,Natural Italian Marble Slabs 20mm,Stone,,Marble Palace Traders,sqft,2443,"5,565.49",20%,18,null,N.A.,INV-2025-2570,duplicate entry?
PMT1486,14/03/2023,Greenply BWR Commercial Plywood 12mm,Wood,,Greenlam Doors Store,sheet,2960.72,Rs. 2591.9,7.5%,18,8376051.12,UPI,INV-2025-9297,duplicate entry?
PMT1268,2025-10-11,  Tata Tiscon TMT Bars Fe 500D 10mm  ,Steel,Fe 550D,SRMB Steel Point,KG,4216.1,4757.51,7.5%,5%,19481466.45,NEFT,INV-2025-3498,Damaged packaging noted
PMT2322,04 May 2023,Asian Paints Apex WeatherCoat Exterior Paint,Paint,,Berger Paints Store,LITER,504.12,913.73,10,18%,489188.6,,INV-2024-2876,
PMT1237,10/06/2023,Precision Heavy-Duty PVC Conduit Pipes 20mm,Electrical,N/A,Havells Electric Store,meter,1672.12,"1,823.24",N/A,18,3057822.1,,INV-2025-1194,Bulk order discount applied
PMT2210,2024-06-08,Havells FR Electrical Wires 1.5 sq mm,Electrical,Standard,Polycab Distributor,METER,562,Rs. 4479.93,0%,28,3222682.44,NEFT,INV-2023-8835,duplicate entry?
PMT1456,2023-08-30,ORIENTBELL CERAMIC BATHROOM TILES 300X600MM,Tiles,Ceramic,Somany World Showroom,NA,3441.15,"6,506.91",2%,28%,28087588.2,N.A.,INV-2025-9697,
PMT1058,2024-01-31,Concrete Column Cover Blocks 40mm,Masonry,N/A,Siporex Depot,piece,438.26,2488.55,5,18,1222598.39,RTGS,INV-2023-7642,Return pending
PMT2081,2023-04-09,Polycab FR Electrical Wires 2.5 sq mm,Electrical,N/A,Legrand Authorised Dealer,meter,3625.71,8108.66,7.5%,5%,28554409.72,RTGS,INV-2023-6869,Urgent site delivery
PMT1467,03-17-2024,asian paints royale luxury interior emulsion,Paint,Standard,Asian Paints Dealer,liter,2094,4944.17,0,28,13251957.73,N.A.,INV-2025-2572,Approved by site engineer
PMT2237,14/06/2023,Biltech AAC Blocks 200mm,Masonry,N/A,AAC Block Traders,piece,3160.54,7989.34,12.5,18%,26071274.07,CHEQUE,INV-2023-1639,
PMT2390,05 May 2023,Schneider MCB B-Curve 32A,Electrical,,Havells Electric Store,piece,158.86,175.72,5%,5,27845.09,Bank Transfer,INV-2023-6636,late delivery
PMT1452,03 Sep 2025,Asian Paints Apex WeatherCoat Exterior Paint,Paint,N/A,NA,liter,3227.88,2553.9,15,5%,7357486.84,RTGS,INV-2023-9682,
PMT1739,2023-06-19,JK LAKSHMI CEMENT OPC 43 GRADE,Cement,OPC 43,Regional Cement Traders,bag,1454,7808.36,20,28,11625835.97,cash,INV-2024-8118,Approved by site engineer
PMT1037,04-16-2024,Ashirvad UPVC Drainage Pipes Schedule 40 110mm,Plumbing,N/A,Finolex Pipes Distributor,meter,216,N/A,0,18%,1719063.65,N.A.,INV-2023-7484,Site B allocation
PMT2096,30-07-2025,shree cement ppc grade,Cement,OPC,Regional Cement Traders,bag,3528.84 bag,290.71,2,5%,1055619.28,CHEQUE,INV-2024-4601,Damaged packaging noted
PMT2239,10 May 2025,havells fr electrical wires 1.5 sq mm,Electrical,,legrand authorised dealer,meter,3868,3876.86,0,28%,19194488.93,N.A.,INV-2025-7902,Approved by site engineer
PMT1788,19/05/2023,Finolex PVC Conduit Pipes 25mm,Electrical,Standard,Legrand Authorised Dealer,METER,2873,4578.98,0%,5%,INR 13813180.02,CHEQUE,INV-2024-8390,duplicate entry?
PMT2062,01-22-2024,PVC SLAB COVER BLOCKS 20MM,Masonry,,Bharat Bricks & Blocks,piece,83,8957.65,0%,18,877312.24,UPI,INV-2023-9644,Bulk order discount applied
PMT1046,02/03/2025,  Nerolac Beauty Acrylic Interior Paint  ,Paint,N/A,Berger Paints Store,liter,1337,Rs. 2801.37,12.5,28%,4194883.49,cash,INV-2024-1939,Approved by site engineer
PMT1421,2025-01-10,Natural Granite Slabs 18mm,Stone,Standard,marble palace traders,sqft,1976,2146.48,15,12%,4037855.14,,INV-2023-7837,Bulk order discount applied
PMT2047,13 Aug 2024,Schneider MCB B-Curve 32A,Electrical,N/A,Polycab Distributor,piece,4457,"2,540.44",0%,5%,11888878.13,,INV-2023-8154,duplicate entry?
PMT1131,01-14-2023,Birla White WallCare Putty 1.5mm,Finishing,Standard,JK Wall Solutions,bag,4926.88,2673.33,10%,18%,13987789.03,N.A.,INV-2024-6171,
PMT1673,02-12-2023,Tata Tiscon TMT Bars Fe 500D 8mm,Steel,,JSW Steel Distributor,kg,722.56,9483.79,15,12,6523682.15,,INV-2025-4061,
PMT2127,19-05-2024,Nerolac Beauty Acrylic Interior Paint,Paint,Standard,Asian Paints Dealer,liter,1548.36,3656.77,0,5%,5945096.22,UPI,INV-2023-4027,Damaged packaging noted
PMT2124,2023-11-27,Prince SWR PVC Pipes Type B 110mm,Plumbing,N/A,Finolex Pipes Distributor,meter,2269,Rs. 7041.98,20%,28%,16361730.68,UPI,INV-2025-8560,
PMT2054,2024-11-03,  CenturyDoors Solid Core Flush Doors 35mm  ,Wood,N/A,Greenply Depot,piece,4993,9281.75,10%,12%,-,NEFT,INV-2025-7692,Site B allocation
PMT1606,27/04/2025,CenturyPly Marine Plywood IS:710 19mm,Wood,N/A,Greenlam Doors Store,sheet,2320.73,239.18,0,5%,582825.81,RTGS,INV-2023-1824,duplicate entry?
PMT1852,2023-07-13,  Biltech AAC Blocks 200mm  ,Masonry,,N/A,piece,2206.86,6043.45,5,12%,14190619.14,CHEQUE,INV-2024-1064,
PMT1894,27 Dec 2023,Plastering Sand (P-Sand) 2.36mm,Aggregate,,GreenBuild Materials,ton,4361.66,740.58,0,5,3391666.07,UPI,INV-2025-9366,Approved by site engineer
PMT1783,2024-07-30,plastering sand (p-sand) 2.36mm,Aggregate,,GreenBuild Materials,ton,3695,"3,531.88",0%,5,13702811.43,cash,INV-2023-7774,Damaged packaging noted
PMT1027,05.09.2024,  Tata Tiscon TMT Bars Fe 500D 8mm  ,Steel,Fe 500,Kumar Steel Traders,kg,1224.77,3643.43,2%,18,5160277.45,N.A.,INV-2023-2210,late delivery
PMT1382,2023.05.13,Polycab FR Electrical Wires 4.0 sq mm,Electrical,N/A,Legrand Authorised Dealer,meter,4338,9000.63,0,28%,49977258.16,N.A.,INV-2024-3363,late delivery
PMT1779,08-06-2024,Plastering Sand (P-Sand) 2.36mm,Aggregate,,GreenBuild Materials,ton,NIL,Rs. 8125.97,20%,28,24524213.86,N.A.,INV-2024-8340,
PMT2366,28-02-2025,Coarse Aggregate 10mm Blue Metal,Aggregate,Standard,local quarry suppliers,ton,4873,"6,127.24",10,5,INR N/A,NEFT,INV-2025-1441,
PMT1541,2024-04-13,LEGRAND MCB B-CURVE 16A,Electrical,,Polycab Distributor,piece,4937.08,641.38,2,5%,3258374.16,Cheque,INV-2023-3149,
PMT1572,08 Jan 2024,Orientbell Ceramic Bathroom Tiles 300x600mm,,,Kajaria Tile Gallery,box,1586,1532.77,10%,12%,2450421.01,,INV-2024-2917,Damaged packaging noted
PMT1721,14/11/2025,Coarse Aggregate 20mm Blue Metal,Aggregate,N/A,GreenBuild Materials,ton,4245,"3,079.69",0%,18%,,CHEQUE,INV-2025-3064,Site B allocation
PMT2012,01 Jan 2025,Tata Tiscon TMT Bars Fe 500D 12mm,Steel,,SRMB Steel Point,kg,1891.98,8939.85,12.5%,28,18943699.49,,INV-2023-3110,duplicate entry?
PMT1091,21 Jan 2024,KAJARIA DOUBLE CHARGED VITRIFIED TILES 600X600MM,Tiles,Ceramic,Kajaria Tile Gallery,box,1097.95 box,6815.15,0%,12,8380617.22,UPI,INV-2025-7481,Return pending
PMT1290,21-03-2025,Natural Italian Marble Slabs 20mm,Stone,N/A,Marble Palace Traders,SQFT,1540.45,Rs. 324.92,15,18%,502024.58,cash,INV-2023-7444,Approved by site engineer
PMT1763,26 Jun 2023,AIS TOUGHENED WINDOW GLASS 8MM,Glass,,Saint-Gobain Glass Depot,SQFT,3533.62,781.32,12.5,28%,INR 3092194.54,,INV-2025-9734,Urgent site delivery
PMT1548,2024-07-19,COARSE AGGREGATE 10MM BLUE METAL,,N/A,GreenBuild Materials,ton,1927.11,5549.7,0%,18%,12619961.19,,INV-2024-4702,
PMT2392,18/06/2023,ULTRATECH CEMENT OPC 53 GRADE,Cement,OPC 53,Ambuja Direct Depot,bag,3122,2545.15,20%,18%,7500984.64,Cash,INV-2024-4611,Approved by site engineer
PMT1665,04-11-2025,Ambuja Cemnt OPC 53 Grade,,OPC 53,balaji building supplies,BAG,3027.57,"1,129.34",5,12,3637981.88,Bank Transfer,INV-2024-9800,duplicate entry?
PMT2214,18 May 2024,Greenply BWR Commercial Plywood 12mm,Wood,Standard,Greenlam Doors Store,sheet,2947,5653.96,12.5%,18%,17203742.27,RTGS,INV-2023-8259,late delivery
PMT1076,05-01-2025,Havells FR Electrical Wires 1.0 sq mm,Electrical,,Polycab Distributor,meter,2477.37,307.71,15%,28,829394.94,UPI,INV-2025-1681,duplicate entry?
PMT2100,25/12/2023,Red Clay Bricks Class 7.5,Masonry,N/A,AAC Block Traders,piece,1770.1,Rs. 613.06,20%,12%,972319.05,CHEQUE,INV-2024-8048,Approved by site engineer
PMT1916,2025-06-10,Asian Paints Apex WeatherCoat Exterior Paint,Paint,N/A,Asian Paints Dealer,liter,4834.38,4253.17,5,12%,21877372.14,N.A.,INV-2023-3659,duplicate entry?
PMT2372,12 Aug 2025,asian paints apex weathercoat exterior paint,Paint,N/A,Berger Paints Store,liter,?,8090.77,0,28,44386611.48,,INV-2025-4558,late delivery
PMT1598,29/07/2023,Gyproc by Saint-Gobain Gypsum Boards 12.5mm,Finishing,,JK Wall Solutions,null,null,3829.22,20,5,3710059.27,,INV-2025-8443,Site B allocation
PMT1566,07 Jan 2024,Supreme SWR PVC Pipes Type A 75MM,Plumbing,,Astral Plumbing Store,meter,4970.11,9419.44,2%,28%,58725555.05,CHEQUE,INV-2024-1175,Bulk order discount applied
PMT2380,31 Jan 2024,Biltech AAC Blocks 200MM,Masonry,,Bharat Bricks & Blocks,piece,2093.66,2127.8,12.5%,18%,4599673.66,,INV-2023-8355,Site B allocation
PMT1397,08/02/2024,Greenlam Interior Flush Doors 30mm IS:2202,Wood,Standard,CenturyPly Distributor,piece,2476.28,N/A,0%,18%,14273494.84,,INV-2024-2314,Bulk order discount applied
PMT1169,09-02-2025,  Finolex UPVC Pipes Schedule 80 50mm  ,Plumbing,N/A,Finolex Pipes Distributor,meter,4352,Rs. 6492.08,10,18%,30005251.15,cash,INV-2024-4961,Damaged packaging noted
PMT2145,16 Oct 2025,Havells FR Electrical Wires 1.0 sq mm,Electrical,,Havells Electric Store,METER,1677.36,null,0,?,11558014.13,,INV-2025-1577,Approved by site engineer
PMT1943,2025-12-05,greenply bwr commercial plywood 12mm,Wood,,Greenlam Doors Store,sheet,3931.57,4735.08,0,28,23828862.05,Cheque,INV-2024-3937,Bulk order discount applied
PMT1718,09.19.2023,finolex pvc conduit pipes 25mm,,N/A,Polycab Distributor,meter,4334.28,7476.31,5%,28%,INR 39403775.82,Bank Transfer,INV-2025-9354,Damaged packaging noted
PMT2222,null,pvc slab cover blocks 20mm,Masonry,Standard,siporex depot,null,4354.2,8670.91,7.5%,28,null,Bank Transfer,INV-2025-3610,duplicate entry?
PMT1455,14 Jan 2023,Siporex AAC Blocks 100mm,Masonry,Standard,Siporex Depot,piece,NIL,"4,305.59",20%,12,NA,NEFT,INV-2023-3172,
PMT1918,31 Dec 2025,polycab fr electrical wires 2.5 sq mm,Electrical,N/A,Legrand Authorised Dealer,meter,627,"4,343.43",15,5,2430572.57,,INV-2025-5548,
PMT1681,19-03-2025,havells fr electrical wires 1.0 sq mm,Electrical,Standard,Legrand Authorised Dealer,meter,1924,6506.38,15,18,12555829.95,CHEQUE,,Approved by site engineer
PMT2123,2025-05-02,siporex aac blocks 100mm,Masonry,N/A,AAC Block Traders,piece,2467,NIL,5%,28%,24156589.27,cash,INV-2024-1661,
PMT1838,18/04/2023,Siporex AAC Blocks 100mm,Masonry,,AAC Block Traders,piece,1969,null,15%,12,2367834.5,UPI,INV-2025-4657,late delivery
PMT1066,-,  UltraTech Cement OPC 53 Grade  ,Cement,OPC 53,Balaji Building Supplies,BAG,3335.44,127.41,0,28,543959.57,Cheque,INV-2023-4144,Site B allocation
PMT1314,2023-05-08,Birla White WallCare Putty 1.5mm,Finishing,N/A,Birla Putty Depot,bag,2084.12,Rs. 6875.78,7.5%,12%,14845828.84,N.A.,INV-2025-7215,
PMT1494,2023.03.24,JK Lakshmi Cement OPC 43 Grade,Cement,OPC 53,Ambuja Direct Depot,BAG,4074.29,1561.1,0%,12,7123619.01,Cash,INV-2023-5960,
PMT1667,2024-11-25,Dalmia Cement PPC Grade,Cement,OPC,Balaji Building Supplies,bag,665.69,"3,460.92",15%,28,null,Cash,INV-2024-1849,Approved by site engineer
PMT1029,22/03/2023,Tata Tiscon TMT Bars Fe 500D 12mm,Steel,,Kumar Steel Traders,kg,1479.08,5050.13,12.5,18,7712306.53,NEFT,INV-2025-7511,Site B allocation
